CounsellingYear,Round,DataType,State,InstituteType,MCCCode,Institute,Quota,Course,RawBranch,CategoryCode,CandidateCategory,PwDStatus,Seats,SeatGender,SourceDocument
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200460,"Government Medical College, Ananthapuram, GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200460,"Government Medical College, Ananthapuram, GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200460,"Government Medical College, Ananthapuram, GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU",All India,MBBS,MBBS (MBBS),OP PH,OP,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200460,"Government Medical College, Ananthapuram, GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200460,"Government Medical College, Ananthapuram, GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200672,"Government Medical College, Eluru, SURVEY NO 60, BEHIND OLD BUS STAND, ELURU",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200672,"Government Medical College, Eluru, SURVEY NO 60, BEHIND OLD BUS STAND, ELURU",All India,MBBS,MBBS (MBBS),EW PH,EW,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200672,"Government Medical College, Eluru, SURVEY NO 60, BEHIND OLD BUS STAND, ELURU",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200441,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa), GOVERNMENT MEDICAL COLLEGE  PUTLAMPALLI, YSR KADAPA DIST.",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200441,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa), GOVERNMENT MEDICAL COLLEGE  PUTLAMPALLI, YSR KADAPA DIST.",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200441,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa), GOVERNMENT MEDICAL COLLEGE  PUTLAMPALLI, YSR KADAPA DIST.",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,8,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200441,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa), GOVERNMENT MEDICAL COLLEGE  PUTLAMPALLI, YSR KADAPA DIST.",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200441,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa), GOVERNMENT MEDICAL COLLEGE  PUTLAMPALLI, YSR KADAPA DIST.",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200673,"Government Medical College, Machilipatnam, KARA AGRAHARAM, NEAR RADAR STATION, MACHILIPATNAM, KRISHNA DISTRICT, ANDHRA PRADESH - 521002",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200673,"Government Medical College, Machilipatnam, KARA AGRAHARAM, NEAR RADAR STATION, MACHILIPATNAM, KRISHNA DISTRICT, ANDHRA PRADESH - 521002",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200673,"Government Medical College, Machilipatnam, KARA AGRAHARAM, NEAR RADAR STATION, MACHILIPATNAM, KRISHNA DISTRICT, ANDHRA PRADESH - 521002",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200673,"Government Medical College, Machilipatnam, KARA AGRAHARAM, NEAR RADAR STATION, MACHILIPATNAM, KRISHNA DISTRICT, ANDHRA PRADESH - 521002",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200673,"Government Medical College, Machilipatnam, KARA AGRAHARAM, NEAR RADAR STATION, MACHILIPATNAM, KRISHNA DISTRICT, ANDHRA PRADESH - 521002",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200674,"Government Medical College, Nandyal, principalgmcnandyala@gmail.com",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200674,"Government Medical College, Nandyal, principalgmcnandyala@gmail.com",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200674,"Government Medical College, Nandyal, principalgmcnandyala@gmail.com",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200674,"Government Medical College, Nandyal, principalgmcnandyala@gmail.com",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200674,"Government Medical College, Nandyal, principalgmcnandyala@gmail.com",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200443,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole), BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200443,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole), BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200443,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole), BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200443,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole), BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH",All India,MBBS,MBBS (MBBS),OP PH,OP,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200443,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole), BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200443,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole), BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,902841,"Government Medical College, Paderu, TALARASINGI VILLAGE,PADERU, ASR DISTRICT",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,902841,"Government Medical College, Paderu, TALARASINGI VILLAGE,PADERU, ASR DISTRICT",All India,MBBS,MBBS (MBBS),BC PH,BC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,902841,"Government Medical College, Paderu, TALARASINGI VILLAGE,PADERU, ASR DISTRICT",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,902841,"Government Medical College, Paderu, TALARASINGI VILLAGE,PADERU, ASR DISTRICT",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,902841,"Government Medical College, Paderu, TALARASINGI VILLAGE,PADERU, ASR DISTRICT",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,MBBS,MBBS (MBBS),SC PH,SC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200668,"Government medical college, vizianagaram, Opposite Central Tribal University , Near JNTU  Gajularega, Vizianagaram,  Andhra Pradesh, 535003",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200668,"Government medical college, vizianagaram, Opposite Central Tribal University , Near JNTU  Gajularega, Vizianagaram,  Andhra Pradesh, 535003",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200668,"Government medical college, vizianagaram, Opposite Central Tribal University , Near JNTU  Gajularega, Vizianagaram,  Andhra Pradesh, 535003",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200668,"Government medical college, vizianagaram, Opposite Central Tribal University , Near JNTU  Gajularega, Vizianagaram,  Andhra Pradesh, 535003",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200668,"Government medical college, vizianagaram, Opposite Central Tribal University , Near JNTU  Gajularega, Vizianagaram,  Andhra Pradesh, 535003",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200442,"Government Siddhartha Medical College, Vijaywada, Beside New Government General Hospital Gunadala Vijayawada",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200442,"Government Siddhartha Medical College, Vijaywada, Beside New Government General Hospital Gunadala Vijayawada",All India,MBBS,MBBS (MBBS),BC PH,BC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200442,"Government Siddhartha Medical College, Vijaywada, Beside New Government General Hospital Gunadala Vijayawada",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200442,"Government Siddhartha Medical College, Vijaywada, Beside New Government General Hospital Gunadala Vijayawada",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,8,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200442,"Government Siddhartha Medical College, Vijaywada, Beside New Government General Hospital Gunadala Vijayawada",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200442,"Government Siddhartha Medical College, Vijaywada, Beside New Government General Hospital Gunadala Vijayawada",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200447,"Govt Dental College RIMS Kadapa, PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA  State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",All India,BDS,BDS (BDS),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200447,"Govt Dental College RIMS Kadapa, PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA  State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",All India,BDS,BDS (BDS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200447,"Govt Dental College RIMS Kadapa, PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA  State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",All India,BDS,BDS (BDS),OP NO,OP,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200447,"Govt Dental College RIMS Kadapa, PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA  State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",All India,BDS,BDS (BDS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200423,"Guntur Medical College, Guntur, Kannavarithoa Opp. NGOs Association Building",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,6,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200423,"Guntur Medical College, Guntur, Kannavarithoa Opp. NGOs Association Building",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200423,"Guntur Medical College, Guntur, Kannavarithoa Opp. NGOs Association Building",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,10,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200423,"Guntur Medical College, Guntur, Kannavarithoa Opp. NGOs Association Building",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200423,"Guntur Medical College, Guntur, Kannavarithoa Opp. NGOs Association Building",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,9,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),OP PH,OP,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),SC PH,SC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Andhra Pradesh,All India except Central University,200424,"Kurnool Medical College, Kurnool, BUDHAWARPET, KURNOOL.",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
