CounsellingYear,Round,DataType,State,InstituteType,MCCCode,Institute,Quota,Course,RawBranch,CategoryCode,CandidateCategory,PwDStatus,Seats,SeatGender,SourceDocument
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,4,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,4,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),OP PH,OP,PH,1,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),SC PH,SC,PH,1,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Arunachal Pradesh,All India except Central University,200439,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun, Tomo Riba Institute Health and Medical Sciences,  Old Assembly Complex,  Naharlagun, Itanagar Capita",All India,MBBS,MBBS (MBBS),ST PH,ST,PH,1,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Assam,All India except Central University,904769,"BONGAIGAON MEDICAL COLLEGE , ASSAM, Hatimutra, Bir Chilaray Road, Majgaon Pt1, Bongaigaon, Assam 783380",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,4,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Assam,All India except Central University,904769,"BONGAIGAON MEDICAL COLLEGE , ASSAM, Hatimutra, Bir Chilaray Road, Majgaon Pt1, Bongaigaon, Assam 783380",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Assam,All India except Central University,904769,"BONGAIGAON MEDICAL COLLEGE , ASSAM, Hatimutra, Bir Chilaray Road, Majgaon Pt1, Bongaigaon, Assam 783380",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,6,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Assam,All India except Central University,904769,"BONGAIGAON MEDICAL COLLEGE , ASSAM, Hatimutra, Bir Chilaray Road, Majgaon Pt1, Bongaigaon, Assam 783380",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Assam,All India except Central University,904769,"BONGAIGAON MEDICAL COLLEGE , ASSAM, Hatimutra, Bir Chilaray Road, Majgaon Pt1, Bongaigaon, Assam 783380",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,15,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),BC PH,BC,PH,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,6,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,25,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),OP PH,OP,PH,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,9,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),ST NO,ST,NO,5,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,4,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,4,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,2,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),ST NO,ST,NO,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR CW  Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR CW  Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200543,"College of Nursing Florence Nightingale CON, New Delhi, collegeofnursinggtbh@gmail.com",B.Sc Nursing Delhi NCR CW  Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,15,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC PH,BC,PH,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,6,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,23,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),OP PH,OP,PH,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,9,Female Only,mcc_round2_newly_added_seats_2026.pdf
2026,Round 2,NEWLY_ADDED,Delhi,B.Sc Nursing NEET UG,200544,"College of Nursing LHMC, New Delhi, College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),SC PH,SC,PH,1,Female Only,mcc_round2_newly_added_seats_2026.pdf
