SNo,AIR,QuotaRaw,Institute,AllottedCategory,CandidateCategory
1,1,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
2,2,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
3,3,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
4,4,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
5,5,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
6,6,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
7,7,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
8,8,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
9,9,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
10,10,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
11,11,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
12,12,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
13,13,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
14,14,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
15,15,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
16,16,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
17,17,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
18,18,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
19,19,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
20,20,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
21,21,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
22,22,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
23,23,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
24,24,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
25,25,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
26,26,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
27,27,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
28,28,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,SC
29,29,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
30,30,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
31,31,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
32,32,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
33,33,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,SC
34,34,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
35,36,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
36,37,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
37,38,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
38,39,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
39,40,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
40,41,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
41,42,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
42,43,All India,"B J Medical College, Ahmedabad,B.J. Medical College, New Civil Hospital Campus,",Open,General
43,44,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
44,45,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
45,46,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
46,47,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
47,48,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
48,49,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
49,50,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
50,51,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,General
51,52,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open,OBC
52,53,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
53,54,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
54,55,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",SC,SC
55,56,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
56,57,All India,"Government Medical College, Surat,Out Side Majura Gate, New Civil Hospital Campus,",Open,General
57,58,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
58,59,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
59,60,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
60,61,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
61,62,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
62,63,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
63,64,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
64,65,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
65,66,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
66,67,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,General
67,68,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
68,69,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
69,70,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
70,71,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
71,72,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
72,73,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
73,74,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
74,75,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
75,76,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
76,77,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",SC,SC
77,78,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
78,79,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
79,80,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
80,81,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
81,82,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
82,83,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
83,84,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
84,85,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
85,86,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
86,87,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
87,88,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
88,89,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
89,90,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
90,91,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
91,92,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
92,93,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
93,94,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
94,95,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
95,96,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
96,97,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
97,98,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
98,99,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
99,100,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
100,101,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
101,102,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
102,103,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
103,104,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
104,105,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
105,106,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
106,107,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
107,108,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
108,109,All India,"Bangalore Medical College and Research Institute, Bangalore,K R ROAD FORT",Open,General
109,110,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
110,111,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
111,112,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
112,113,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
113,114,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
114,115,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
115,116,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
116,117,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
117,118,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
118,119,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,General
119,120,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
120,121,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
121,122,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
122,123,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
123,124,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
124,125,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
125,126,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
126,127,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
127,128,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
128,129,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
129,130,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
130,131,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
131,132,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
132,133,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
133,134,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
134,135,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
135,136,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
136,137,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
137,138,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
138,139,All India,"Government Medical College, Chandigarh,GOVERNMENT MEDICAL COLLEGE AND",Open,General
139,140,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
140,141,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
141,142,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
142,143,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",SC,SC
143,144,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
144,145,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
145,146,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
146,147,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
147,148,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
148,149,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
149,150,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
150,151,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",SC,SC
152,153,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
153,154,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
154,155,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
155,156,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
156,157,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
157,158,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
158,159,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
159,160,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
160,161,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
161,162,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
162,163,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
163,164,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
164,165,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
165,166,All India,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New",Open,General
166,167,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
167,168,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,OBC
168,169,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
169,170,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
170,171,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
171,172,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
172,173,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
173,174,All India,"Government Medical College, Chandigarh,GOVERNMENT MEDICAL COLLEGE AND",Open,General
174,175,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
175,176,All India,"Medical College, Baroda,Government Medical College Baroda, Anandpura, Vadodara",Open,General
176,177,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
177,178,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
178,179,All India,"Government Medical College, Chandigarh,GOVERNMENT MEDICAL COLLEGE AND",Open,General
179,180,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",SC,SC
180,181,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
181,182,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
182,183,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
183,184,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
184,185,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
185,186,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",Open,General
186,187,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,General
187,188,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
188,189,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
189,190,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
190,191,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
191,192,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",OBC,OBC
192,193,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
193,194,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
194,195,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
195,196,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
196,197,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
197,198,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
198,199,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
199,200,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
200,201,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,OBC
201,202,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
202,203,Open Seat Quota,"Institute of Medical Sciences, BHU, Varansi,Institute of Medical Sciences, Banaras Hindu",Open,General
203,204,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
204,205,All India,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",OBC,OBC
205,206,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
206,207,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",Open,OBC
207,208,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
208,209,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
209,210,Delhi University,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",Open,General
210,211,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
211,212,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
212,213,Open Seat Quota,"AIIMS, New Delhi,ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",EWS,EWS
213,214,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
214,215,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
215,216,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
216,217,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,OBC
217,218,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
218,219,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
219,220,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
220,221,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",Open,General
221,222,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
222,223,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,OBC
223,224,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
224,225,Open Seat Quota,"AIIMS, Bhubaneswar,AT - Sijua, POST - DUMUDUMA, BHUBANESWAR-751019",Open,General
225,226,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,OBC
226,227,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005",Open,General
227,228,All India,"Seth GS Medical College, Mumbai,ACHARYA DONDE MARG PAREL MUMBAI",Open,General
228,229,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry",Open,General
229,230,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
230,231,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL",Open,General
231,232,All India,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
232,233,All India,"Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg",OBC,OBC
