State,InstituteType,MCCCode,MCCInstitute,Quota,SeatCategory,SeatsOfferedR1,SeatsAllottedR1,NetDifference,FillRate,BestAIR,Q1AIR,MedianAIR,Q3AIR,HighestAIR
Uttar Pradesh,All India except Central University,200292,"Government Allopathic Medical College, Banda, UP, RANI DURGAVATI MEDICAL COLLEGE, NARAINI ROAD, BANDA-210001",All India,ST,1,1,0,1.0,95643,95643.0,95643.0,95643.0,95643
Tamil Nadu,All India except Central University,200262,"Government Dharmapuri Medical College, Dharmapuri, NETHAJI BYPASS ROAD DHARMAPURI",All India,EWS,2,2,0,1.0,23637,23818.75,24000.5,24182.25,24364
Tamil Nadu,All India except Central University,200262,"Government Dharmapuri Medical College, Dharmapuri, NETHAJI BYPASS ROAD DHARMAPURI",All India,OBC,4,4,0,1.0,10399,10756.0,10886.5,10931.75,11033
Tamil Nadu,All India except Central University,200262,"Government Dharmapuri Medical College, Dharmapuri, NETHAJI BYPASS ROAD DHARMAPURI",All India,Open,5,5,0,1.0,6485,6908.0,7111.0,7631.0,8909
Tamil Nadu,All India except Central University,200262,"Government Dharmapuri Medical College, Dharmapuri, NETHAJI BYPASS ROAD DHARMAPURI",All India,SC,3,3,0,1.0,45964,46635.5,47307.0,47799.5,48292
Tamil Nadu,All India except Central University,200262,"Government Dharmapuri Medical College, Dharmapuri, NETHAJI BYPASS ROAD DHARMAPURI",All India,ST,1,1,0,1.0,108496,108496.0,108496.0,108496.0,108496
Tamil Nadu,All India except Central University,200272,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College), GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT",All India,EWS,1,1,0,1.0,21181,21181.0,21181.0,21181.0,21181
Tamil Nadu,All India except Central University,200272,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College), GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT",All India,OBC,4,4,0,1.0,9647,9696.5,9795.5,9977.75,10277
Tamil Nadu,All India except Central University,200272,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College), GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT",All India,Open,7,7,0,1.0,6598,8455.0,8990.0,9193.0,9360
Tamil Nadu,All India except Central University,200272,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College), GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT",All India,SC,2,2,0,1.0,42172,43348.75,44525.5,45702.25,46879
Tamil Nadu,All India except Central University,200272,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College), GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT",All India,ST,1,1,0,1.0,100550,100550.0,100550.0,100550.0,100550
Uttar Pradesh,All India except Central University,200486,"Government Institute of Medical Sciences, Kasna, Greater Noida, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH",All India,EWS,1,1,0,1.0,5420,5420.0,5420.0,5420.0,5420
Uttar Pradesh,All India except Central University,200486,"Government Institute of Medical Sciences, Kasna, Greater Noida, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH",All India,OBC,5,5,0,1.0,4661,5009.0,5303.0,5477.0,5592
Uttar Pradesh,All India except Central University,200486,"Government Institute of Medical Sciences, Kasna, Greater Noida, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH",All India,Open,6,6,0,1.0,3897,4038.75,4258.5,4337.25,4601
Uttar Pradesh,All India except Central University,200486,"Government Institute of Medical Sciences, Kasna, Greater Noida, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH",All India,SC,2,2,0,1.0,29052,29558.25,30064.5,30570.75,31077
Uttar Pradesh,All India except Central University,200486,"Government Institute of Medical Sciences, Kasna, Greater Noida, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH",All India,ST,1,1,0,1.0,52810,52810.0,52810.0,52810.0,52810
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",All India,EWS,1,1,0,1.0,13142,13142.0,13142.0,13142.0,13142
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",All India,OBC,4,4,0,1.0,7779,8177.25,8466.0,8645.5,8716
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",All India,Open,6,6,0,1.0,4208,5663.5,5969.5,6207.25,6752
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",All India,Open PwD,1,1,0,1.0,526063,526063.0,526063.0,526063.0,526063
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",All India,SC,2,2,0,1.0,27062,31422.25,35782.5,40142.75,44503
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",All India,ST,1,1,0,1.0,87765,87765.0,87765.0,87765.0,87765
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",ESI,EWS,2,2,0,1.0,50173,50320.75,50468.5,50616.25,50764
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",ESI,EWS PwD,1,0,1,0.0,,,,,
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",ESI,OBC,5,5,0,1.0,28252,31770.0,31915.0,33087.0,33520
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",ESI,Open,8,8,0,1.0,20026,20691.0,23487.0,24542.75,27717
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",ESI,SC,3,3,0,1.0,100088,114432.5,128777.0,132386.5,135996
Tamil Nadu,Employees State Insurance Scheme,200264,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE",ESI,ST,1,1,0,1.0,329961,329961.0,329961.0,329961.0,329961
Odisha,All India except Central University,200428,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir, PO - Rajendra College, District- Balangir, Odisha.",All India,EWS,2,2,0,1.0,18828,18833.75,18839.5,18845.25,18851
Odisha,All India except Central University,200428,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir, PO - Rajendra College, District- Balangir, Odisha.",All India,OBC,4,4,0,1.0,9520,10192.0,10438.5,10873.75,12112
Odisha,All India except Central University,200428,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir, PO - Rajendra College, District- Balangir, Odisha.",All India,Open,5,5,0,1.0,6722,6872.0,7984.0,9376.0,9497
Odisha,All India except Central University,200428,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir, PO - Rajendra College, District- Balangir, Odisha.",All India,SC,2,2,0,1.0,67870,68213.5,68557.0,68900.5,69244
Odisha,All India except Central University,200428,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir, PO - Rajendra College, District- Balangir, Odisha.",All India,ST,2,2,0,1.0,111797,112070.0,112343.0,112616.0,112889
Odisha,All India except Central University,200437,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore, Remuna, Baleshwar, 756019",All India,EWS,1,1,0,1.0,13732,13732.0,13732.0,13732.0,13732
Odisha,All India except Central University,200437,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore, Remuna, Baleshwar, 756019",All India,OBC,4,4,0,1.0,9568,9646.75,9850.0,10030.25,10040
Odisha,All India except Central University,200437,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore, Remuna, Baleshwar, 756019",All India,Open,7,7,0,1.0,7478,8620.5,8733.0,8916.5,9275
Odisha,All India except Central University,200437,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore, Remuna, Baleshwar, 756019",All India,SC,1,1,0,1.0,50279,50279.0,50279.0,50279.0,50279
Odisha,All India except Central University,200437,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore, Remuna, Baleshwar, 756019",All India,SC PwD,1,0,1,0.0,,,,,
Odisha,All India except Central University,200437,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore, Remuna, Baleshwar, 756019",All India,ST,1,1,0,1.0,105802,105802.0,105802.0,105802.0,105802
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,EWS,3,3,0,1.0,24940,25089.0,25238.0,25259.0,25280
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,OBC,6,6,0,1.0,11865,12055.75,12326.0,12432.75,12455
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,Open,8,8,0,1.0,7068,8653.5,10544.5,11056.75,11605
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,SC,2,2,0,1.0,60165,61364.0,62563.0,63762.0,64961
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,SC PwD,1,1,0,1.0,976752,976752.0,976752.0,976752.0,976752
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,ST,1,1,0,1.0,117554,117554.0,117554.0,117554.0,117554
Tamil Nadu,All India except Central University,200278,"Government Medical College & Hospital Cuddalore, Since- 09-05- 2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N), Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College",All India,ST PwD,1,0,1,0.0,,,,,
Maharashtra,All India except Central University,200497,"Government Medical College & Hospital, Baramati, Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune",All India,EWS,2,2,0,1.0,11797,12241.25,12685.5,13129.75,13574
Maharashtra,All India except Central University,200497,"Government Medical College & Hospital, Baramati, Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune",All India,OBC,4,4,0,1.0,10705,10744.75,11035.5,11332.5,11391
Maharashtra,All India except Central University,200497,"Government Medical College & Hospital, Baramati, Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune",All India,Open,6,6,0,1.0,6645,6983.0,7205.5,7374.75,7805
Maharashtra,All India except Central University,200497,"Government Medical College & Hospital, Baramati, Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune",All India,SC,2,2,0,1.0,52605,54310.75,56016.5,57722.25,59428
Maharashtra,All India except Central University,200497,"Government Medical College & Hospital, Baramati, Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune",All India,ST,1,1,0,1.0,64851,64851.0,64851.0,64851.0,64851
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,EWS,2,2,0,1.0,12778,12954.25,13130.5,13306.75,13483
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,OBC,3,3,0,1.0,9732,9857.0,9982.0,9992.0,10002
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,OBC PwD,1,1,0,1.0,365227,365227.0,365227.0,365227.0,365227
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,Open,5,5,0,1.0,8342,8558.0,9074.0,9133.0,9159
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,SC,2,2,0,1.0,62795,63888.5,64982.0,66075.5,67169
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,SC PwD,1,1,0,1.0,556999,556999.0,556999.0,556999.0,556999
Uttar Pradesh,All India except Central University,200290,"Government Medical College & Super facility Hospital, Azamgarh, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh",All India,ST,1,1,0,1.0,70175,70175.0,70175.0,70175.0,70175
Chhattisgarh,All India except Central University,200122,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon, Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg",All India,EWS,1,1,0,1.0,17277,17277.0,17277.0,17277.0,17277
Chhattisgarh,All India except Central University,200122,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon, Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg",All India,OBC,5,5,0,1.0,14595,15210.0,15408.0,15411.0,15638
Chhattisgarh,All India except Central University,200122,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon, Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg",All India,Open,8,8,0,1.0,11529,12910.75,13941.0,14150.0,14555
Chhattisgarh,All India except Central University,200122,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon, Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg",All India,SC,3,3,0,1.0,77592,79155.5,80719.0,83335.0,85951
Chhattisgarh,All India except Central University,200122,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon, Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg",All India,ST,1,1,0,1.0,111088,111088.0,111088.0,111088.0,111088
Kerala,All India except Central University,200188,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad, NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013",All India,EWS,1,1,0,1.0,18048,18048.0,18048.0,18048.0,18048
Kerala,All India except Central University,200188,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad, NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013",All India,OBC,4,4,0,1.0,7147,7231.75,7585.5,7927.5,7977
Kerala,All India except Central University,200188,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad, NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013",All India,Open,7,7,0,1.0,5015,6529.0,6561.0,6818.5,6985
Kerala,All India except Central University,200188,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad, NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013",All India,SC,2,2,0,1.0,60256,62118.25,63980.5,65842.75,67705
Kerala,All India except Central University,200188,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad, NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013",All India,ST,1,1,0,1.0,97373,97373.0,97373.0,97373.0,97373
Uttarakhand,All India except Central University,200306,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani, Government Medical College, Rampur Road Haldwani, Distt. Nainiatl",All India,EWS,2,2,0,1.0,9901,9930.5,9960.0,9989.5,10019
Uttarakhand,All India except Central University,200306,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani, Government Medical College, Rampur Road Haldwani, Distt. Nainiatl",All India,OBC,5,5,0,1.0,8288,8555.0,8836.0,9160.0,9366
Uttarakhand,All India except Central University,200306,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani, Government Medical College, Rampur Road Haldwani, Distt. Nainiatl",All India,Open,7,7,0,1.0,4501,5804.0,5864.0,6196.5,6813
Uttarakhand,All India except Central University,200306,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani, Government Medical College, Rampur Road Haldwani, Distt. Nainiatl",All India,SC,3,3,0,1.0,46956,48922.5,50889.0,52185.0,53481
Uttarakhand,All India except Central University,200306,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani, Government Medical College, Rampur Road Haldwani, Distt. Nainiatl",All India,ST,2,2,0,1.0,71131,72958.75,74786.5,76614.25,78442
Chhattisgarh,All India except Central University,904738,"Government Medical College Dantewada, NA",All India,EWS,1,1,0,1.0,23536,23536.0,23536.0,23536.0,23536
Chhattisgarh,All India except Central University,904738,"Government Medical College Dantewada, NA",All India,OBC,2,2,0,1.0,20482,20587.75,20693.5,20799.25,20905
Chhattisgarh,All India except Central University,904738,"Government Medical College Dantewada, NA",All India,Open,3,3,0,1.0,17080,17677.5,18275.0,19224.0,20173
Chhattisgarh,All India except Central University,904738,"Government Medical College Dantewada, NA",All India,SC PwD,1,1,0,1.0,786752,786752.0,786752.0,786752.0,786752
Jammu And Kashmir,All India except Central University,200681,"Government Medical College Handwara, MAIDAN CHOGAL, HANDWARA, KUPWARA",All India,EWS,1,1,0,1.0,23303,23303.0,23303.0,23303.0,23303
Jammu And Kashmir,All India except Central University,200681,"Government Medical College Handwara, MAIDAN CHOGAL, HANDWARA, KUPWARA",All India,OBC,5,5,0,1.0,18074,19252.0,19831.0,20127.0,20433
Jammu And Kashmir,All India except Central University,200681,"Government Medical College Handwara, MAIDAN CHOGAL, HANDWARA, KUPWARA",All India,Open,6,6,0,1.0,13709,14662.5,17091.0,17544.0,17842
Jammu And Kashmir,All India except Central University,200681,"Government Medical College Handwara, MAIDAN CHOGAL, HANDWARA, KUPWARA",All India,SC,2,2,0,1.0,90436,90470.75,90505.5,90540.25,90575
Jammu And Kashmir,All India except Central University,200681,"Government Medical College Handwara, MAIDAN CHOGAL, HANDWARA, KUPWARA",All India,ST,1,1,0,1.0,94888,94888.0,94888.0,94888.0,94888
Chhattisgarh,All India except Central University,904739,"Government Medical College Janjgir, Champa, government medical college janjgir champa, village- pendri, dist- janjgir champa. C.G",All India,EWS,1,1,0,1.0,23222,23222.0,23222.0,23222.0,23222
Chhattisgarh,All India except Central University,904739,"Government Medical College Janjgir, Champa, government medical college janjgir champa, village- pendri, dist- janjgir champa. C.G",All India,OBC,2,2,0,1.0,15119,15142.5,15166.0,15189.5,15213
Chhattisgarh,All India except Central University,904739,"Government Medical College Janjgir, Champa, government medical college janjgir champa, village- pendri, dist- janjgir champa. C.G",All India,Open,2,2,0,1.0,12772,13016.0,13260.0,13504.0,13748
Chhattisgarh,All India except Central University,904739,"Government Medical College Janjgir, Champa, government medical college janjgir champa, village- pendri, dist- janjgir champa. C.G",All India,SC,1,1,0,1.0,70958,70958.0,70958.0,70958.0,70958
Chhattisgarh,All India except Central University,904739,"Government Medical College Janjgir, Champa, government medical college janjgir champa, village- pendri, dist- janjgir champa. C.G",All India,ST PwD,1,1,0,1.0,530616,530616.0,530616.0,530616.0,530616
Kerala,All India except Central University,904367,"Government Medical College Kasaragod, Govt. Medical College, Kasaragod, Ukkinadka, Badiadka panchayath, Kerala-671552",All India,EWS,1,1,0,1.0,21035,21035.0,21035.0,21035.0,21035
Kerala,All India except Central University,904367,"Government Medical College Kasaragod, Govt. Medical College, Kasaragod, Ukkinadka, Badiadka panchayath, Kerala-671552",All India,OBC,2,2,0,1.0,8735,8759.0,8783.0,8807.0,8831
Kerala,All India except Central University,904367,"Government Medical College Kasaragod, Govt. Medical College, Kasaragod, Ukkinadka, Badiadka panchayath, Kerala-671552",All India,Open,2,2,0,1.0,8436,8465.0,8494.0,8523.0,8552
Kerala,All India except Central University,904367,"Government Medical College Kasaragod, Govt. Medical College, Kasaragod, Ukkinadka, Badiadka panchayath, Kerala-671552",All India,Open PwD,1,1,0,1.0,369220,369220.0,369220.0,369220.0,369220
Kerala,All India except Central University,904367,"Government Medical College Kasaragod, Govt. Medical College, Kasaragod, Ukkinadka, Badiadka panchayath, Kerala-671552",All India,SC,1,1,0,1.0,79577,79577.0,79577.0,79577.0,79577
Kerala,All India except Central University,904367,"Government Medical College Kasaragod, Govt. Medical College, Kasaragod, Ukkinadka, Badiadka panchayath, Kerala-671552",All India,ST,1,1,0,1.0,121466,121466.0,121466.0,121466.0,121466
Maharashtra,All India except Central University,902828,"Government Medical College L.T. Marg, Near L.T. Marg Police Station, Mumbai - 400001, Gokuldas Tejpal Hospital Premises L T Marg Near L T Marg Police Station Near Crawford Market Mumbai",All India,OBC,2,2,0,1.0,7476,7483.75,7491.5,7499.25,7507
Maharashtra,All India except Central University,902828,"Government Medical College L.T. Marg, Near L.T. Marg Police Station, Mumbai - 400001, Gokuldas Tejpal Hospital Premises L T Marg Near L T Marg Police Station Near Crawford Market Mumbai",All India,Open,5,5,0,1.0,4231,4634.0,4926.0,4977.0,5230
Maharashtra,All India except Central University,902828,"Government Medical College L.T. Marg, Near L.T. Marg Police Station, Mumbai - 400001, Gokuldas Tejpal Hospital Premises L T Marg Near L T Marg Police Station Near Crawford Market Mumbai",All India,ST PwD,1,1,0,1.0,1176835,1176835.0,1176835.0,1176835.0,1176835
Telangana,All India except Central University,903351,"Government Medical College Medak, PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT",All India,OBC,2,2,0,1.0,21841,21891.5,21942.0,21992.5,22043
Telangana,All India except Central University,903351,"Government Medical College Medak, PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT",All India,Open,4,4,0,1.0,18892,20745.25,21490.5,21635.0,21686
Telangana,All India except Central University,903351,"Government Medical College Medak, PILLIKOTYAL, MEDAK MANDAL, MEDAK DISTRICT",All India,SC,1,1,0,1.0,101660,101660.0,101660.0,101660.0,101660
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,EWS,1,1,0,1.0,18206,18206.0,18206.0,18206.0,18206
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,OBC,3,3,0,1.0,15442,15522.5,15603.0,15605.5,15608
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,OBC PwD,1,1,0,1.0,664167,664167.0,664167.0,664167.0,664167
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,Open,5,5,0,1.0,13857,13882.0,14665.0,14724.0,14833
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,Open PwD,1,1,0,1.0,409628,409628.0,409628.0,409628.0,409628
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,SC,2,2,0,1.0,67692,71827.75,75963.5,80099.25,84235
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,SC PwD,1,1,0,1.0,1132078,1132078.0,1132078.0,1132078.0,1132078
Jammu And Kashmir,All India except Central University,200685,"Government Medical College Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur",All India,ST PwD,1,1,0,1.0,548390,548390.0,548390.0,548390.0,548390
Maharashtra,All India except Central University,200210,"Government Medical College, Akola, Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001",All India,EWS,3,3,0,1.0,15297,16194.5,17092.0,17252.0,17412
Maharashtra,All India except Central University,200210,"Government Medical College, Akola, Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001",All India,OBC,8,8,0,1.0,14156,14339.5,14615.5,14924.5,15099
Maharashtra,All India except Central University,200210,"Government Medical College, Akola, Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001",All India,Open,12,12,0,1.0,10283,12547.25,13218.5,13615.0,13994
Maharashtra,All India except Central University,200210,"Government Medical College, Akola, Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001",All India,SC,5,5,0,1.0,51582,58635.0,68372.0,72182.0,72318
Maharashtra,All India except Central University,200210,"Government Medical College, Akola, Collector Office Road, Near Ashok Watika, Akola. State Maharashtra. Pin 444001",All India,ST,2,2,0,1.0,96462,96869.25,97276.5,97683.75,98091
Maharashtra,All India except Central University,200579,"Government Medical College, Alibag, Government Medical College, District Civil Hospital area, Beach Road, Limaye wadi, Alibag, Dist. Rai",All India,EWS,2,2,0,1.0,19384,19568.0,19752.0,19936.0,20120
Maharashtra,All India except Central University,200579,"Government Medical College, Alibag, Government Medical College, District Civil Hospital area, Beach Road, Limaye wadi, Alibag, Dist. Rai",All India,OBC,4,4,0,1.0,16433,17030.0,17268.5,17371.25,17561
